enero,7021,tuvitrina.co,278,02/02/2022,"5,4", $3.927, $21.206
enero,6790,vendeporinternet.co,280,03/02/2022,"650,32", $3.928, $2.554.457
enero,6011,wimbu.co,001,02/02/2022,233, $3.927, $914.991
enero,6092,yaktil.com,263,02/02/2022,18, $3.927, $70.686
febrero,7838,3tcapital.co,210,01/03/2022,"46,86", $3.910, $183.223
febrero,7505,andres.forero.co,210,01/03/2022,"10,8", $3.910, $42.228
febrero,7897,expone.co,280,01/03/2022,"5,4", $3.910, $21.114
febrero,8049,eduklab.co,298,01/03/2022,"10,8", $3.910, $42.228
febrero,7103,fincarsas.com,282,01/03/2022,"16,2", $3.910, $63.342
febrero,5662,Hicome.co,146,01/03/2022,"134,98", $3.910, $527.772
febrero,7735,joseluiscorrea.co,293,01/03/2022,"10,8", $3.910, $42.228
febrero,8006,keepsalud.co,210,01/03/2022,"11,95", $3.910, $46.725
febrero,6257,Linktic.co,se carga en varios cc,01/03/2022,1408, $3.910, $5.505.280
febrero,6840,mafecarrascal.com,210,01/03/2022,"11,66", $3.910, $45.591
febrero,7505,miguelgutierrez.com.co,210,01/03/2022,"10,8", $3.910, $42.228
febrero,7505,nataliabedoya.com.co,210,01/03/2022,"10,8", $3.910, $42.228
febrero,5562,tictur.org,258,01/03/2022,"25,27", $3.910, $98.806
febrero,7021,tuvitrina.co,278,01/03/2022,"4,68", $3.910, $18.299
febrero,6790,vendeporinternet.co,280,01/03/2022,648, $3.910, $2.533.680
febrero,6011,wimbu.co,1,01/03/2022,"261,41", $3.910, $1.022.113
febrero,6092,yaktil.com,263,01/03/2022,"19,28", $3.910, $75.385
febrero,8716,semdo.co,292,01/03/2022,"5,21", $3.910, $20.371
marzo,7838,3tcapital.co,210,01/04/2022,"54,69", $3.910, $213.853
marzo,7505,andres.forero.co,210,01/04/2022,"10,8","$3.910,28", $42.231
marzo,7897,expone.co,280,01/04/2022,"12,72","$3.910,28", $49.739
marzo,8049,eduklab.co,298,01/04/2022,"12,03","$3.910,28", $47.041
marzo,7103,fincarsas.com,282,01/04/2022,"16,2","$3.910,28", $63.347
marzo,5662,Hicome.co,146,01/04/2022,"138,56","$3.910,28", $541.808
marzo,7735,joseluiscorrea.co,293,01/04/2022,"10,8","$3.910,28", $42.231
marzo,8006,keepsalud.co,210,01/04/2022,"16,2","$3.910,28", $63.347
marzo,6257,Linktic.co,se carga en varios cc,01/04/2022,"1796,83","$3.910,28", $7.026.108
marzo,6840,mafecarrascal.com,210,01/04/2022,12,"$3.910,28", $46.923
marzo,7505,miguelgutierrez.com.co,210,01/04/2022,"10,8","$3.910,28", $42.231
marzo,7505,nataliabedoya.com.co,210,01/04/2022,"10,8","$3.910,28", $42.231
marzo,5562,tictur.org,258,01/04/2022,30,"$3.910,28", $117.308
marzo,7021,tuvitrina.co,278,01/04/2022,"5,4","$3.910,28", $21.116
marzo,6790,vendeporinternet.co,280,01/04/2022,"194,64","$3.910,28", $761.097
marzo,6011,wimbu.co,1,01/04/2022,"243,84","$3.910,28", $953.483
marzo,6092,yaktil.com,263,01/04/2022,24,"$3.910,28", $93.847
marzo,8716,semdo.co,292,01/04/2022,"5,21","$3.910,28", $20.373
Abril,7838,3tcapital.co,210,01/05/2022,"91,08","$3.756,03", $342.099
Abril,7505,andres.forero.co,210,01/05/2022,"10,8","$3.756,03", $40.565
Abril,7897,expone.co,280,01/05/2022,"25,92","$3.756,03", $97.356
Abril,8049,eduklab.co,298,01/05/2022,"16,2","$3.756,03", $60.848
Abril,7103,fincarsas.com,282,01/05/2022,0,"$3.756,03", $0
Abril,5662,Hicome.co,146,01/05/2022,"129,6","$3.756,03", $486.781
Abril,7735,joseluiscorrea.co,293,01/05/2022,"10,8","$3.756,03", $40.565
Abril,8006,keepsalud.co,210,01/05/2022,"16,2","$3.756,03", $60.848
Abril,6257,Linktic.co,se carga en varios cc,01/05/2022,"2273,6","$3.756,03", $8.539.710
Abril,6840,mafecarrascal.com,210,01/05/2022,12,"$3.756,03", $45.072
Abril,7505,miguelgutierrez.com.co,210,01/05/2022,"10,8","$3.756,03", $40.565
Abril,7505,nataliabedoya.com.co,210,01/05/2022,"10,8","$3.756,03", $40.565
Abril,5562,tictur.org,258,01/05/2022,30,"$3.756,03", $112.681
Abril,7021,tuvitrina.co,278,01/05/2022,"5,4","$3.756,03", $20.283
Abril,6790,vendeporinternet.co,280,01/05/2022,"10,8","$3.756,03", $40.565
Abril,6011,wimbu.co,1,01/05/2022,216,"$3.756,03", $811.302
Abril,6092,yaktil.com,263,01/05/2022,24,"$3.966,27", $95.190
Mayo,7838,3tcapital.co,210,01/06/2022,"107,67","$3.776,52", $406.618
Mayo,7505,andres.forero.co,210,03/06/2022,"10,80","$3.784,98", $40.878
Mayo,7897,expone.co,280,01/06/2022,"110,41","$3.776,52", $416.966
Mayo,8049,eduklab.co,298,01/06/2022,"20,90","$3.776,52", $78.929
Mayo,7103,fincarsas.com,282,01/06/2022,,, $0
Mayo,5662,Hicome.co,146,01/06/2022,"117,04","$3.776,52", $442.004
Mayo,7735,joseluiscorrea.co,293,01/06/2022,"10,80","$3.776,52", $40.786
Mayo,8006,keepsalud.co,210,02/06/2022,"16,20","$3.791,74", $61.426
Mayo,6257,Linktic.co,se carga en varios cc,01/06/2022,,, $0
Mayo,6840,mafecarrascal.com,210,01/06/2022,,, $0
Mayo,7505,miguelgutierrez.com.co,210,01/06/2022,"10,80","$3.776,52", $40.786
Mayo,7505,nataliabedoya.com.co,210,01/06/2022,"10,80","$3.776,52", $40.786
Mayo,5562,tictur.org,258,01/06/2022,30,"$3.776,52", $113.296
Mayo,7021,tuvitrina.co,278,01/06/2022,"5,40","$3.776,52", $20.393
Mayo,6790,vendeporinternet.co,280,01/06/2022,"33,80","$3.776,52", $127.646
Mayo,6011,wimbu.co,287,01/06/2022,"238,06","$3.776,52", $899.038
Mayo,6092,yaktil.com,263,01/06/2022,24,"$3.776,52", $90.636
Junio,7838,3tcapital.co,210,10/07/2022,114,"$4.388,27", $500.263
Junio,7505,andres.forero.co,210,10/07/2022,"11,32","$4.388,27", $49.675
Junio,7897,expone.co,280,01/08/2022,"763,40"," $4.300,30", $3.282.849
Junio,8049,eduklab.co,298,12/07/2022,"21,60","$4.513,28", $97.487
Junio,7103,fincarsas.com,282,01/07/2022,,, $0
Junio,5662,Hicome.co,146,04/08/2022,"129,08","$4.331,15", $559.065
Junio,7735,joseluiscorrea.co,293,10/07/2022,"10,80","$4.388,27", $47.393
